,score,Book
9694,0,The Secret
9695,1,The Secret
9696,0,The Secret
9697,0,The Secret
9698,1,The Secret
9699,1,The Secret
9700,0,The Secret
9701,1,The Secret
9702,0,The Secret
9703,0,The Secret
9704,1,The Secret
9705,0,The Secret
9706,1,The Secret
9707,0,The Secret
9708,1,The Secret
9709,0,The Secret
9710,0,The Secret
9711,1,The Secret
9712,0,The Secret
9713,1,The Secret
9714,0,The Secret
9715,0,The Secret
9716,0,The Secret
9717,0,The Secret
9718,1,The Secret
9719,0,The Secret
9720,0,The Secret
9721,0,The Secret
9722,0,The Secret
9723,0,The Secret
9724,0,The Secret
9725,2,The Secret
9726,1,The Secret
9727,0,The Secret
9728,0,The Secret
9729,0,The Secret
9730,0,The Secret
9731,1,The Secret
9732,0,The Secret
9733,1,The Secret
9734,0,The Secret
9735,0,The Secret
9736,1,The Secret
9737,0,The Secret
9738,1,The Secret
9739,1,The Secret
9740,1,The Secret
9741,2,The Secret
9742,0,The Secret
9743,1,The Secret
9744,0,The Secret
9745,0,The Secret
9746,1,The Secret
9747,0,The Secret
9748,1,The Secret
9749,0,The Secret
9750,0,The Secret
9751,1,The Secret
9752,0,The Secret
9753,1,The Secret
9754,1,The Secret
9755,-1,The Secret
9756,1,The Secret
9757,0,The Secret
9758,0,The Secret
9759,0,The Secret
9760,0,The Secret
9761,0,The Secret
9762,0,The Secret
9763,1,The Secret
9764,0,The Secret
9765,0,The Secret
9766,0,The Secret
9767,0,The Secret
9768,1,The Secret
9769,0,The Secret
9770,0,The Secret
9771,1,The Secret
9772,1,The Secret
9773,0,The Secret
9774,0,The Secret
9775,1,The Secret
9776,1,The Secret
9777,0,The Secret
9778,0,The Secret
9779,1,The Secret
9780,1,The Secret
9781,0,The Secret
9782,1,The Secret
9783,0,The Secret
9784,0,The Secret
9785,0,The Secret
9786,0,The Secret
9787,1,The Secret
9788,0,The Secret
9789,1,The Secret
9790,-1,The Secret
9791,0,The Secret
9792,0,The Secret
9793,0,The Secret
9794,1,The Secret
9795,1,The Secret
9796,0,The Secret
9797,1,The Secret
9798,3,The Secret
9799,0,The Secret
9800,-1,The Secret
9801,4,The Secret
9802,7,The Secret
9803,2,The Secret
9804,5,The Secret
9805,0,The Secret
9806,5,The Secret
9807,0,The Secret
9808,8,The Secret
9809,3,The Secret
9810,10,The Secret
9811,7,The Secret
9812,1,The Secret
9813,1,The Secret
9814,1,The Secret
9815,-1,The Secret
9816,8,The Secret
9817,2,The Secret
9818,0,The Secret
9819,11,The Secret
9820,-1,The Secret
9821,-2,The Secret
9822,2,The Secret
9823,7,The Secret
9824,4,The Secret
9825,4,The Secret
9826,3,The Secret
9827,4,The Secret
9828,1,The Secret
9829,4,The Secret
9830,3,The Secret
9831,1,The Secret
9832,3,The Secret
9833,5,The Secret
9834,3,The Secret
9835,2,The Secret
9836,8,The Secret
9837,0,The Secret
9838,3,The Secret
9839,2,The Secret
9840,4,The Secret
9841,2,The Secret
9842,2,The Secret
9843,2,The Secret
9844,-1,The Secret
9845,-1,The Secret
9846,-1,The Secret
9847,5,The Secret
9848,6,The Secret
9849,9,The Secret
9850,3,The Secret
9851,0,The Secret
9852,6,The Secret
9853,1,The Secret
9854,4,The Secret
9855,0,The Secret
9856,1,The Secret
9857,3,The Secret
9858,1,The Secret
9859,1,The Secret
9860,4,The Secret
9861,-1,The Secret
9862,0,The Secret
9863,-1,The Secret
9864,2,The Secret
9865,3,The Secret
9866,1,The Secret
9867,0,The Secret
9868,1,The Secret
9869,0,The Secret
9870,0,The Secret
9871,6,The Secret
9872,2,The Secret
9873,0,The Secret
9874,1,The Secret
9875,1,The Secret
9876,1,The Secret
9877,0,The Secret
9878,1,The Secret
9879,0,The Secret
9880,1,The Secret
9881,1,The Secret
9882,0,The Secret
9883,1,The Secret
9884,0,The Secret
9885,1,The Secret
9886,0,The Secret
9887,0,The Secret
9888,0,The Secret
9889,1,The Secret
9890,-3,The Secret
9891,0,The Secret
9892,1,The Secret
9893,2,The Secret
9894,2,The Secret
9895,0,The Secret
9896,-1,The Secret
9897,0,The Secret
9898,0,The Secret
9899,2,The Secret
9900,0,The Secret
9901,2,The Secret
9902,2,The Secret
9903,1,The Secret
9904,3,The Secret
9905,3,The Secret
9906,2,The Secret
9907,1,The Secret
9908,0,The Secret
9909,0,The Secret
9910,1,The Secret
9911,-2,The Secret
9912,0,The Secret
9913,-2,The Secret
9914,0,The Secret
9915,2,The Secret
9916,1,The Secret
9917,1,The Secret
9918,0,The Secret
9919,1,The Secret
9920,0,The Secret
9921,0,The Secret
9922,1,The Secret
9923,-1,The Secret
9924,2,The Secret
9925,1,The Secret
9926,4,The Secret
9927,1,The Secret
9928,0,The Secret
9929,-1,The Secret
9930,3,The Secret
9931,1,The Secret
9932,2,The Secret
9933,1,The Secret
9934,-1,The Secret
9935,2,The Secret
9936,1,The Secret
9937,0,The Secret
9938,0,The Secret
9939,0,The Secret
9940,4,The Secret
9941,1,The Secret
9942,4,The Secret
9943,0,The Secret
9944,0,The Secret
9945,-1,The Secret
9946,2,The Secret
9947,0,The Secret
9948,0,The Secret
9949,1,The Secret
9950,1,The Secret
9951,2,The Secret
9952,3,The Secret
9953,0,The Secret
9954,1,The Secret
9955,1,The Secret
9956,-1,The Secret
9957,1,The Secret
9958,1,The Secret
9959,0,The Secret
9960,0,The Secret
9961,1,The Secret
9962,-1,The Secret
9963,2,The Secret
9964,1,The Secret
9965,2,The Secret
9966,0,The Secret
9967,0,The Secret
9968,3,The Secret
9969,2,The Secret
9970,1,The Secret
9971,1,The Secret
9972,0,The Secret
9973,0,The Secret
9974,1,The Secret
9975,1,The Secret
9976,0,The Secret
9977,1,The Secret
9978,2,The Secret
9979,0,The Secret
9980,0,The Secret
9981,1,The Secret
9982,0,The Secret
9983,1,The Secret
9984,6,The Secret
9985,16,The Secret
9986,16,The Secret
9987,11,The Secret
9988,6,The Secret
9989,-1,The Secret
9990,7,The Secret
9991,3,The Secret
9992,1,The Secret
9993,-1,The Secret
9994,3,The Secret
9995,8,The Secret
9996,2,The Secret
9997,-2,The Secret
9998,-1,The Secret
9999,0,The Secret
10000,0,The Secret
10001,6,The Secret
10002,16,The Secret
10003,2,The Secret
10004,14,The Secret
10005,-1,The Secret
10006,0,The Secret
10007,0,The Secret
10008,14,The Secret
10009,8,The Secret
10010,1,The Secret
10011,1,The Secret
10012,2,The Secret
10013,7,The Secret
10014,0,The Secret
10015,1,The Secret
10016,2,The Secret
10017,0,The Secret
10018,0,The Secret
10019,0,The Secret
10020,17,The Secret
10021,0,The Secret
10022,-1,The Secret
10023,2,The Secret
10024,3,The Secret
10025,-1,The Secret
10026,0,The Secret
10027,4,The Secret
10028,4,The Secret
10029,0,The Secret
10030,-2,The Secret
10031,2,The Secret
10032,11,The Secret
10033,3,The Secret
10034,1,The Secret
10035,-1,The Secret
10036,3,The Secret
10037,5,The Secret
10038,0,The Secret
10039,2,The Secret
10040,1,The Secret
10041,3,The Secret
10042,5,The Secret
10043,-1,The Secret
10044,2,The Secret
10045,1,The Secret
10046,-1,The Secret
10047,1,The Secret
10048,4,The Secret
10049,3,The Secret
10050,4,The Secret
10051,1,The Secret
10052,1,The Secret
10053,0,The Secret
10054,3,The Secret
10055,1,The Secret
10056,3,The Secret
10057,5,The Secret
10058,1,The Secret
10059,0,The Secret
10060,4,The Secret
10061,4,The Secret
10062,0,The Secret
10063,0,The Secret
10064,3,The Secret
10065,3,The Secret
10066,2,The Secret
10067,1,The Secret
10068,3,The Secret
10069,-1,The Secret
10070,1,The Secret
10071,5,The Secret
10072,2,The Secret
10073,0,The Secret
10074,0,The Secret
10075,2,The Secret
10076,-2,The Secret
10077,3,The Secret
10078,4,The Secret
10079,2,The Secret
10080,3,The Secret
10081,2,The Secret
10082,0,The Secret
10083,3,The Secret
10084,4,The Secret
10085,3,The Secret
10086,-1,The Secret
10087,1,The Secret
10088,2,The Secret
10089,0,The Secret
10090,2,The Secret
10091,0,The Secret
10092,-1,The Secret
10093,2,The Secret
10094,1,The Secret
10095,1,The Secret
10096,0,The Secret
10097,-1,The Secret
10098,7,The Secret
10099,0,The Secret
10100,4,The Secret
10101,0,The Secret
10102,0,The Secret
10103,1,The Secret
10104,0,The Secret
10105,3,The Secret
10106,2,The Secret
10107,1,The Secret
10108,1,The Secret
10109,2,The Secret
10110,1,The Secret
10111,1,The Secret
10112,0,The Secret
10113,4,The Secret
10114,-1,The Secret
10115,0,The Secret
10116,1,The Secret
10117,0,The Secret
10118,0,The Secret
10119,0,The Secret
10120,1,The Secret
10121,1,The Secret
10122,2,The Secret
10123,2,The Secret
10124,2,The Secret
10125,2,The Secret
10126,1,The Secret
10127,-1,The Secret
10128,2,The Secret
10129,1,The Secret
10130,1,The Secret
10131,1,The Secret
10132,0,The Secret
10133,0,The Secret
10134,1,The Secret
10135,0,The Secret
10136,0,The Secret
10137,0,The Secret
10138,0,The Secret
10139,1,The Secret
10140,0,The Secret
10141,0,The Secret
10142,1,The Secret
10143,1,The Secret
10144,2,The Secret
10145,0,The Secret
10146,0,The Secret
10147,0,The Secret
10148,0,The Secret
10149,0,The Secret
10150,1,The Secret
10151,1,The Secret
10152,2,The Secret
10153,0,The Secret
10154,0,The Secret
10155,0,The Secret
10156,-1,The Secret
10157,1,The Secret
10158,0,The Secret
10159,2,The Secret
10160,1,The Secret
10161,2,The Secret
10162,1,The Secret
10163,0,The Secret
10164,1,The Secret
10165,0,The Secret
10166,1,The Secret
10167,0,The Secret
10168,0,The Secret
10169,0,The Secret
10170,4,The Secret
10171,-1,The Secret
10172,3,The Secret
10173,0,The Secret
10174,2,The Secret
10175,0,The Secret
10176,0,The Secret
10177,4,The Secret
10178,1,The Secret
10179,1,The Secret
10180,4,The Secret
10181,0,The Secret
10182,1,The Secret
10183,0,The Secret
10184,1,The Secret
10185,0,The Secret
10186,0,The Secret
10187,0,The Secret
10188,12,The Secret
10189,0,The Secret
10190,7,The Secret
10191,0,The Secret
10192,0,The Secret
10193,0,The Secret
10194,-1,The Secret
10195,2,The Secret
10196,1,The Secret
10197,-1,The Secret
10198,0,The Secret
10199,1,The Secret
10200,1,The Secret
10201,1,The Secret
10202,0,The Secret
10203,0,The Secret
10204,0,The Secret
10205,0,The Secret
10206,0,The Secret
10207,-1,The Secret
10208,0,The Secret
10209,2,The Secret
10210,1,The Secret
10211,0,The Secret
10212,2,The Secret
10213,0,The Secret
10214,1,The Secret
10215,0,The Secret
10216,6,The Secret
10217,0,The Secret
10218,1,The Secret
10219,0,The Secret
10220,0,The Secret
10221,0,The Secret
10222,-1,The Secret
10223,0,The Secret
10224,0,The Secret
10225,1,The Secret
10226,0,The Secret
10227,0,The Secret
10228,2,The Secret
10229,0,The Secret
10230,0,The Secret
10231,1,The Secret
10232,12,The Secret
10233,5,The Secret
10234,1,The Secret
10235,-1,The Secret
10236,-1,The Secret
10237,0,The Secret
10238,1,The Secret
10239,0,The Secret
10240,1,The Secret
10241,-1,The Secret
10242,4,The Secret
10243,2,The Secret
10244,0,The Secret
10245,0,The Secret
10246,0,The Secret
10247,0,The Secret
10248,3,The Secret
10249,1,The Secret
10250,1,The Secret
10251,0,The Secret
10252,0,The Secret
10253,1,The Secret
10254,3,The Secret
10255,1,The Secret
10256,4,The Secret
10257,1,The Secret
10258,1,The Secret
10259,2,The Secret
10260,0,The Secret
10261,1,The Secret
10262,0,The Secret
10263,0,The Secret
10264,0,The Secret
10265,-2,The Secret
10266,0,The Secret
10267,-1,The Secret
10268,0,The Secret
10269,8,The Secret
10270,1,The Secret
10271,-2,The Secret
10272,1,The Secret
10273,4,The Secret
10274,-2,The Secret
10275,1,The Secret
10276,2,The Secret
10277,0,The Secret
10278,-1,The Secret
10279,-2,The Secret
10280,0,The Secret
10281,3,The Secret
10282,11,The Secret
10283,2,The Secret
10284,2,The Secret
10285,4,The Secret
10286,1,The Secret
10287,-2,The Secret
10288,0,The Secret
10289,-1,The Secret
10290,-1,The Secret
10291,0,The Secret
10292,1,The Secret
10293,-5,The Secret
10294,0,The Secret
10295,3,The Secret
10296,7,The Secret
10297,0,The Secret
10298,5,The Secret
10299,-1,The Secret
10300,4,The Secret
10301,2,The Secret
10302,3,The Secret
10303,-1,The Secret
10304,7,The Secret
10305,2,The Secret
10306,-1,The Secret
10307,2,The Secret
10308,0,The Secret
10309,2,The Secret
10310,5,The Secret
10311,5,The Secret
10312,0,The Secret
10313,4,The Secret
10314,3,The Secret
10315,5,The Secret
10316,0,The Secret
10317,4,The Secret
10318,0,The Secret
10319,-1,The Secret
10320,4,The Secret
10321,1,The Secret
10322,4,The Secret
10323,-2,The Secret
10324,3,The Secret
10325,6,The Secret
10326,2,The Secret
10327,7,The Secret
10328,2,The Secret
10329,4,The Secret
10330,1,The Secret
10331,1,The Secret
10332,3,The Secret
10333,2,The Secret
10334,2,The Secret
10335,2,The Secret
10336,1,The Secret
10337,1,The Secret
10338,3,The Secret
10339,1,The Secret
10340,3,The Secret
10341,3,The Secret
10342,4,The Secret
10343,0,The Secret
10344,3,The Secret
10345,-1,The Secret
10346,2,The Secret
10347,2,The Secret
10348,5,The Secret
10349,1,The Secret
10350,4,The Secret
10351,2,The Secret
10352,6,The Secret
10353,4,The Secret
10354,1,The Secret
10355,3,The Secret
10356,0,The Secret
10357,0,The Secret
10358,5,The Secret
10359,0,The Secret
10360,2,The Secret
10361,1,The Secret
10362,2,The Secret
10363,0,The Secret
10364,3,The Secret
10365,0,The Secret
10366,0,The Secret
10367,1,The Secret
10368,1,The Secret
10369,1,The Secret
10370,2,The Secret
10371,3,The Secret
10372,7,The Secret
10373,3,The Secret
10374,0,The Secret
10375,2,The Secret
10376,0,The Secret
10377,1,The Secret
10378,0,The Secret
10379,0,The Secret
10380,4,The Secret
10381,4,The Secret
10382,2,The Secret
10383,4,The Secret
10384,3,The Secret
10385,2,The Secret
10386,3,The Secret
10387,5,The Secret
10388,3,The Secret
10389,1,The Secret
10390,0,The Secret
10391,13,The Secret
10392,0,The Secret
10393,3,The Secret
10394,1,The Secret
10395,1,The Secret
10396,4,The Secret
10397,0,The Secret
10398,1,The Secret
10399,3,The Secret
10400,0,The Secret
10401,-1,The Secret
10402,1,The Secret
10403,3,The Secret
10404,1,The Secret
10405,3,The Secret
10406,2,The Secret
10407,0,The Secret
10408,3,The Secret
10409,3,The Secret
10410,4,The Secret
10411,2,The Secret
10412,2,The Secret
10413,1,The Secret
10414,3,The Secret
10415,1,The Secret
10416,-1,The Secret
10417,1,The Secret
10418,1,The Secret
10419,2,The Secret
10420,5,The Secret
10421,2,The Secret
10422,1,The Secret
10423,1,The Secret
10424,1,The Secret
10425,1,The Secret
10426,1,The Secret
10427,7,The Secret
10428,2,The Secret
10429,2,The Secret
10430,2,The Secret
10431,0,The Secret
10432,1,The Secret
10433,1,The Secret
10434,1,The Secret
10435,0,The Secret
10436,3,The Secret
10437,1,The Secret
10438,1,The Secret
10439,3,The Secret
10440,5,The Secret
10441,1,The Secret
10442,3,The Secret
10443,1,The Secret
10444,3,The Secret
10445,4,The Secret
10446,2,The Secret
10447,1,The Secret
10448,0,The Secret
10449,0,The Secret
10450,0,The Secret
10451,3,The Secret
10452,1,The Secret
10453,0,The Secret
10454,1,The Secret
10455,2,The Secret
10456,-1,The Secret
10457,1,The Secret
10458,3,The Secret
10459,0,The Secret
10460,1,The Secret
10461,1,The Secret
10462,4,The Secret
10463,1,The Secret
10464,1,The Secret
10465,3,The Secret
10466,1,The Secret
10467,0,The Secret
10468,0,The Secret
10469,1,The Secret
10470,2,The Secret
10471,-1,The Secret
10472,0,The Secret
10473,1,The Secret
10474,-2,The Secret
10475,0,The Secret
10476,-1,The Secret
10477,0,The Secret
10478,0,The Secret
10479,0,The Secret
10480,0,The Secret
10481,2,The Secret
10482,0,The Secret
10483,-1,The Secret
10484,0,The Secret
10485,3,The Secret
10486,1,The Secret
10487,2,The Secret
10488,0,The Secret
10489,0,The Secret
10490,1,The Secret
10491,1,The Secret
10492,0,The Secret
10493,1,The Secret
10494,1,The Secret
10495,2,The Secret
10496,2,The Secret
10497,0,The Secret
10498,3,The Secret
10499,2,The Secret
10500,2,The Secret
10501,4,The Secret
10502,4,The Secret
10503,0,The Secret
10504,1,The Secret
10505,-1,The Secret
10506,0,The Secret
10507,2,The Secret
10508,1,The Secret
10509,1,The Secret
10510,1,The Secret
10511,3,The Secret
10512,3,The Secret
10513,2,The Secret
10514,4,The Secret
10515,0,The Secret
10516,0,The Secret
10517,1,The Secret
10518,2,The Secret
10519,0,The Secret
10520,1,The Secret
10521,1,The Secret
10522,3,The Secret
10523,4,The Secret
10524,0,The Secret
10525,3,The Secret
10526,0,The Secret
10527,3,The Secret
10528,0,The Secret
10529,1,The Secret
10530,1,The Secret
10531,0,The Secret
10532,2,The Secret
10533,0,The Secret
10534,2,The Secret
10535,0,The Secret
10536,0,The Secret
10537,0,The Secret
10538,1,The Secret
10539,0,The Secret
10540,2,The Secret
10541,1,The Secret
10542,2,The Secret
10543,1,The Secret
10544,-1,The Secret
10545,1,The Secret
10546,1,The Secret
10547,1,The Secret
10548,1,The Secret
10549,0,The Secret
10550,1,The Secret
10551,1,The Secret
10552,2,The Secret
10553,3,The Secret
10554,1,The Secret
10555,4,The Secret
10556,1,The Secret
10557,0,The Secret
10558,1,The Secret
10559,1,The Secret
10560,1,The Secret
10561,1,The Secret
10562,0,The Secret
10563,1,The Secret
10564,0,The Secret
10565,0,The Secret
10566,1,The Secret
10567,0,The Secret
10568,0,The Secret
10569,0,The Secret
10570,1,The Secret
10571,1,The Secret
10572,1,The Secret
10573,3,The Secret
10574,0,The Secret
10575,4,The Secret
10576,3,The Secret
10577,-1,The Secret
10578,1,The Secret
10579,2,The Secret
10580,1,The Secret
10581,2,The Secret
10582,1,The Secret
10583,1,The Secret
10584,1,The Secret
10585,0,The Secret
10586,0,The Secret
10587,2,The Secret
10588,-1,The Secret
10589,0,The Secret
10590,1,The Secret
10591,1,The Secret
10592,0,The Secret
10593,0,The Secret
10594,1,The Secret
10595,0,The Secret
10596,1,The Secret
10597,0,The Secret
10598,0,The Secret
10599,1,The Secret
10600,2,The Secret
10601,0,The Secret
10602,1,The Secret
10603,1,The Secret
10604,2,The Secret
10605,0,The Secret
10606,1,The Secret
10607,2,The Secret
10608,0,The Secret
10609,2,The Secret
10610,2,The Secret
10611,2,The Secret
10612,0,The Secret
10613,0,The Secret
10614,1,The Secret
10615,0,The Secret
10616,1,The Secret
10617,2,The Secret
10618,1,The Secret
10619,1,The Secret
10620,1,The Secret
10621,1,The Secret
10622,5,The Secret
10623,1,The Secret
10624,0,The Secret
10625,2,The Secret
10626,1,The Secret
10627,1,The Secret
10628,2,The Secret
10629,2,The Secret
10630,1,The Secret
10631,3,The Secret
10632,2,The Secret
10633,2,The Secret
10634,1,The Secret
10635,2,The Secret
10636,1,The Secret
10637,0,The Secret
10638,0,The Secret
10639,-1,The Secret
10640,1,The Secret
10641,1,The Secret
10642,0,The Secret
10643,1,The Secret
10644,-1,The Secret
10645,0,The Secret
10646,0,The Secret
10647,5,The Secret
10648,1,The Secret
10649,0,The Secret
10650,1,The Secret
10651,1,The Secret
10652,-1,The Secret
10653,3,The Secret
10654,1,The Secret
10655,1,The Secret
10656,2,The Secret
10657,0,The Secret
10658,0,The Secret
10659,3,The Secret
10660,4,The Secret
10661,2,The Secret
10662,0,The Secret
10663,1,The Secret
10664,0,The Secret
10665,1,The Secret
10666,2,The Secret
10667,0,The Secret
10668,2,The Secret
10669,2,The Secret
10670,2,The Secret
10671,1,The Secret
10672,2,The Secret
10673,0,The Secret
10674,0,The Secret
10675,2,The Secret
10676,1,The Secret
10677,0,The Secret
10678,0,The Secret
10679,0,The Secret
10680,1,The Secret
10681,2,The Secret
10682,0,The Secret
10683,0,The Secret
10684,0,The Secret
10685,1,The Secret
10686,0,The Secret
10687,0,The Secret
10688,1,The Secret
10689,1,The Secret
10690,0,The Secret
10691,1,The Secret
10692,1,The Secret
10693,1,The Secret
10694,2,The Secret
10695,0,The Secret
10696,0,The Secret
10697,0,The Secret
10698,1,The Secret
10699,1,The Secret
10700,-1,The Secret
10701,1,The Secret
10702,1,The Secret
10703,1,The Secret
10704,2,The Secret
10705,1,The Secret
10706,1,The Secret
10707,-3,The Secret
10708,1,The Secret
10709,3,The Secret
10710,1,The Secret
10711,1,The Secret
10712,2,The Secret
10713,0,The Secret
10714,3,The Secret
10715,1,The Secret
10716,0,The Secret
10717,0,The Secret
10718,1,The Secret
10719,1,The Secret
10720,7,The Secret
10721,0,The Secret
10722,2,The Secret
10723,0,The Secret
10724,2,The Secret
10725,1,The Secret
10726,3,The Secret
10727,0,The Secret
10728,2,The Secret
10729,2,The Secret
10730,1,The Secret
10731,6,The Secret
10732,3,The Secret
10733,7,The Secret
10734,1,The Secret
10735,1,The Secret
10736,2,The Secret
10737,3,The Secret
10738,1,The Secret
10739,0,The Secret
10740,2,The Secret
10741,1,The Secret
10742,-1,The Secret
10743,3,The Secret
10744,0,The Secret
10745,1,The Secret
10746,1,The Secret
10747,2,The Secret
10748,1,The Secret
10749,1,The Secret
10750,3,The Secret
10751,2,The Secret
10752,1,The Secret
10753,0,The Secret
10754,1,The Secret
10755,0,The Secret
10756,2,The Secret
10757,1,The Secret
10758,0,The Secret
10759,1,The Secret
10760,1,The Secret
10761,0,The Secret
10762,0,The Secret
10763,1,The Secret
10764,0,The Secret
10765,8,The Secret
10766,2,The Secret
10767,1,The Secret
10768,5,The Secret
10769,3,The Secret
10770,1,The Secret
10771,2,The Secret
10772,0,The Secret
10773,0,The Secret
10774,3,The Secret
10775,0,The Secret
10776,4,The Secret
10777,1,The Secret
10778,2,The Secret
10779,3,The Secret
10780,2,The Secret
10781,4,The Secret
10782,-1,The Secret
10783,0,The Secret
10784,1,The Secret
10785,0,The Secret
10786,2,The Secret
10787,0,The Secret
10788,2,The Secret
10789,2,The Secret
10790,0,The Secret
10791,2,The Secret
10792,1,The Secret
10793,2,The Secret
10794,1,The Secret
10795,3,The Secret
10796,-1,The Secret
10797,0,The Secret
10798,1,The Secret
10799,3,The Secret
10800,0,The Secret
10801,1,The Secret
10802,0,The Secret
10803,1,The Secret
10804,1,The Secret
10805,0,The Secret
10806,1,The Secret
10807,1,The Secret
10808,1,The Secret
10809,1,The Secret
10810,0,The Secret
10811,1,The Secret
10812,1,The Secret
10813,-1,The Secret
10814,0,The Secret
10815,-1,The Secret
10816,5,The Secret
10817,2,The Secret
10818,2,The Secret
10819,3,The Secret
10820,0,The Secret
10821,-1,The Secret
10822,0,The Secret
10823,5,The Secret
10824,1,The Secret
10825,2,The Secret
10826,1,The Secret
10827,0,The Secret
10828,2,The Secret
10829,0,The Secret
10830,2,The Secret
10831,0,The Secret
10832,2,The Secret
10833,0,The Secret
10834,0,The Secret
10835,0,The Secret
10836,0,The Secret
10837,0,The Secret
10838,1,The Secret
10839,3,The Secret
10840,1,The Secret
10841,2,The Secret
10842,0,The Secret
10843,0,The Secret
10844,1,The Secret
10845,1,The Secret
10846,0,The Secret
10847,1,The Secret
10848,0,The Secret
10849,-1,The Secret
10850,1,The Secret
10851,2,The Secret
10852,1,The Secret
10853,1,The Secret
10854,1,The Secret
10855,1,The Secret
10856,1,The Secret
10857,3,The Secret
10858,2,The Secret
10859,1,The Secret
10860,-1,The Secret
10861,-1,The Secret
10862,0,The Secret
10863,1,The Secret
10864,1,The Secret
10865,1,The Secret
10866,0,The Secret
10867,0,The Secret
10868,2,The Secret
10869,0,The Secret
10870,2,The Secret
10871,1,The Secret
10872,0,The Secret
10873,2,The Secret
10874,0,The Secret
10875,1,The Secret
10876,1,The Secret
10877,0,The Secret
10878,0,The Secret
10879,1,The Secret
10880,0,The Secret
10881,0,The Secret
10882,1,The Secret
10883,1,The Secret
10884,1,The Secret
10885,1,The Secret
10886,2,The Secret
10887,1,The Secret
10888,0,The Secret
10889,1,The Secret
10890,1,The Secret
10891,1,The Secret
10892,1,The Secret
10893,3,The Secret
10894,3,The Secret
10895,0,The Secret
10896,1,The Secret
10897,4,The Secret
10898,1,The Secret
10899,0,The Secret
10900,1,The Secret
10901,2,The Secret
10902,3,The Secret
10903,1,The Secret
10904,1,The Secret
10905,1,The Secret
10906,1,The Secret
10907,1,The Secret
10908,1,The Secret
10909,0,The Secret
10910,0,The Secret
10911,0,The Secret
10912,1,The Secret
10913,0,The Secret
10914,1,The Secret
10915,1,The Secret
10916,0,The Secret
10917,2,The Secret
10918,0,The Secret
10919,0,The Secret
10920,5,The Secret
10921,2,The Secret
10922,1,The Secret
10923,1,The Secret
10924,5,The Secret
10925,3,The Secret
10926,1,The Secret
10927,0,The Secret
10928,1,The Secret
10929,1,The Secret
10930,0,The Secret
10931,1,The Secret
10932,0,The Secret
10933,2,The Secret
10934,0,The Secret
10935,1,The Secret
10936,2,The Secret
10937,1,The Secret
10938,0,The Secret
10939,0,The Secret
10940,0,The Secret
10941,1,The Secret
10942,1,The Secret
10943,1,The Secret
10944,4,The Secret
10945,0,The Secret
10946,2,The Secret
10947,1,The Secret
10948,0,The Secret
10949,-1,The Secret
10950,0,The Secret
10951,0,The Secret
10952,0,The Secret
10953,0,The Secret
10954,4,The Secret
10955,4,The Secret
10956,1,The Secret
10957,3,The Secret
10958,2,The Secret
10959,1,The Secret
10960,2,The Secret
10961,1,The Secret
10962,0,The Secret
10963,2,The Secret
10964,-1,The Secret
10965,1,The Secret
10966,0,The Secret
10967,2,The Secret
10968,1,The Secret
10969,1,The Secret
10970,0,The Secret
10971,2,The Secret
10972,1,The Secret
10973,1,The Secret
10974,1,The Secret
10975,2,The Secret
10976,0,The Secret
10977,0,The Secret
10978,-1,The Secret
10979,0,The Secret
10980,2,The Secret
10981,3,The Secret
10982,0,The Secret
10983,2,The Secret
10984,0,The Secret
10985,2,The Secret
10986,0,The Secret
10987,0,The Secret
10988,5,The Secret
10989,0,The Secret
10990,0,The Secret
10991,5,The Secret
10992,0,The Secret
10993,2,The Secret
10994,1,The Secret
10995,1,The Secret
10996,0,The Secret
10997,2,The Secret
10998,1,The Secret
10999,1,The Secret
11000,2,The Secret
11001,1,The Secret
11002,0,The Secret
11003,1,The Secret
11004,0,The Secret
11005,0,The Secret
11006,1,The Secret
11007,0,The Secret
11008,0,The Secret
11009,0,The Secret
11010,2,The Secret
11011,1,The Secret
11012,1,The Secret
11013,1,The Secret
11014,0,The Secret
11015,2,The Secret
11016,1,The Secret
11017,1,The Secret
11018,2,The Secret
11019,0,The Secret
11020,0,The Secret
11021,0,The Secret
11022,5,The Secret
11023,1,The Secret
11024,0,The Secret
11025,1,The Secret
11026,0,The Secret
11027,0,The Secret
11028,0,The Secret
11029,2,The Secret
11030,1,The Secret
11031,2,The Secret
11032,0,The Secret
11033,6,The Secret
11034,-1,The Secret
11035,1,The Secret
11036,1,The Secret
11037,1,The Secret
11038,0,The Secret
11039,2,The Secret
11040,4,The Secret
11041,-1,The Secret
11042,1,The Secret
11043,1,The Secret
11044,3,The Secret
11045,1,The Secret
11046,1,The Secret
11047,0,The Secret
11048,5,The Secret
11049,3,The Secret
11050,1,The Secret
11051,0,The Secret
11052,1,The Secret
11053,2,The Secret
11054,1,The Secret
11055,2,The Secret
11056,1,The Secret
11057,2,The Secret
11058,1,The Secret
11059,1,The Secret
11060,2,The Secret
11061,0,The Secret
11062,3,The Secret
11063,1,The Secret
11064,3,The Secret
11065,0,The Secret
11066,0,The Secret
11067,2,The Secret
11068,3,The Secret
11069,1,The Secret
11070,2,The Secret
11071,-1,The Secret
11072,0,The Secret
11073,1,The Secret
11074,0,The Secret
11075,0,The Secret
11076,2,The Secret
11077,-1,The Secret
11078,1,The Secret
11079,1,The Secret
11080,3,The Secret
11081,0,The Secret
11082,0,The Secret
